TITLE = "FicheraCorner2_N9_E1_01"
VARIABLES = "X" "Y" "Z" "U" "V" "W" "Funct"
ZONE ZONETYPE=ORDERED, I=30, J=30, K=30, DATAPACKING=POINT
    -1.00000000	    -1.00000000	    -1.00000000	    -0.00000002	    -0.00000002	    -0.00000002	     0.00000003
    -0.99578697	    -1.00000000	    -1.00000000	    -0.00000002	    -0.00000001	    -0.00000001	     0.00000002
    -0.98592330	    -1.00000000	    -1.00000000	    -0.00000000	    -0.00000000	    -0.00000000	     0.00000000
    -0.97055239	    -1.00000000	    -1.00000000	     0.00000002	     0.00000001	     0.00000001	     0.00000002
    -0.94984961	    -1.00000000	    -1.00000000	     0.00000004	     0.00000001	     0.00000001	     0.00000004
    -0.92404974	    -1.00000000	    -1.00000000	     0.00000003	     0.00000001	     0.00000001	     0.00000003
    -0.89344518	    -1.00000000	    -1.00000000	    -0.00000002	     0.00000000	     0.00000000	     0.00000002
    -0.85838270	    -1.00000000	    -1.00000000	    -0.00000005	     0.00000000	     0.00000000	     0.00000006
    -0.81925959	    -1.00000000	    -1.00000000	    -0.00000004	     0.00000001	     0.00000001	     0.00000005
    -0.77651913	    -1.00000000	    -1.00000000	     0.00000002	     0.00000002	     0.00000002	     0.00000004
    -0.73064560	    -1.00000000	    -1.00000000	     0.00000007	     0.00000003	     0.00000003	     0.00000008
    -0.68215875	    -1.00000000	    -1.00000000	     0.00000005	     0.00000004	     0.00000004	     0.00000007
    -0.63160797	    -1.00000000	    -1.00000000	    -0.00000004	     0.00000004	     0.00000004	     0.00000007
    -0.57956602	    -1.00000000	    -1.00000000	    -0.00000010	     0.00000004	     0.00000004	     0.00000012
    -0.52662256	    -1.00000000	    -1.00000000	    -0.00000003	     0.00000006	     0.00000006	     0.00000009
    -0.47337744	    -1.00000000	    -1.00000000	     0.00000012	     0.00000008	     0.00000008	     0.00000017
    -0.42043398	    -1.00000000	    -1.00000000	     0.00000016	     0.00000011	     0.00000011	     0.00000022
    -0.36839203	    -1.00000000	    -1.00000000	    -0.00000011	     0.00000012	     0.00000012	     0.00000020
    -0.31784125	    -1.00000000	    -1.00000000	    -0.00000061	     0.00000013	     0.00000013	     0.00000063
    -0.26935440	    -1.00000000	    -1.00000000	    -0.00000098	     0.00000013	     0.00000013	     0.00000099
    -0.22348087	    -1.00000000	    -1.00000000	    -0.00000096	     0.00000015	     0.00000015	     0.00000099
    -0.18074041	    -1.00000000	    -1.00000000	    -0.00000125	     0.00000021	     0.00000021	     0.00000129
    -0.14161730	    -1.00000000	    -1.00000000	    -0.00000412	     0.00000032	     0.00000032	     0.00000415
    -0.10655482	    -1.00000000	    -1.00000000	    -0.00001326	     0.00000049	     0.00000049	     0.00001327
    -0.07595026	    -1.00000000	    -1.00000000	    -0.00003237	     0.00000068	     0.00000068	     0.00003239
    -0.05015039	    -1.00000000	    -1.00000000	    -0.00006302	     0.00000086	     0.00000086	     0.00006303
    -0.02944761	    -1.00000000	    -1.00000000	    -0.00010260	     0.00000101	     0.00000101	     0.00010261
    -0.01407670	    -1.00000000	    -1.00000000	    -0.00014399	     0.00000112	     0.00000112	     0.00014400
    -0.00421303	    -1.00000000	    -1.00000000	    -0.00017736	     0.00000117	     0.00000117	     0.00017736
     0.00000000	    -1.00000000	    -1.00000000	    -0.00019348	     0.00000120	     0.00000120	     0.00019349
    -1.00000000	    -0.99578697	    -1.00000000	    -0.00000001	    -0.00000002	    -0.00000001	     0.00000002
    -0.99578697	    -0.99578697	    -1.00000000	    -0.00000001	    -0.00000001	    -0.00000820	     0.00000820
    -0.98592330	    -0.99578697	    -1.00000000	    -0.00000001	    -0.00000000	    -0.00002736	     0.00002736
    -0.97055239	    -0.99578697	    -1.00000000	     0.00000001	     0.00000001	    -0.00005722	     0.00005722
    -0.94984961	    -0.99578697	    -1.00000000	     0.00000003	     0.00000001	    -0.00009740	     0.00009740
    -0.92404974	    -0.99578697	    -1.00000000	     0.00000002	     0.00000001	    -0.00014739	     0.00014739
    -0.89344518	    -0.99578697	    -1.00000000	    -0.00000001	     0.00000001	    -0.00020647	     0.00020647
    -0.85838270	    -0.99578697	    -1.00000000	    -0.00000004	     0.00000001	    -0.00027376	     0.00027376
    -0.81925959	    -0.99578697	    -1.00000000	    -0.00000003	     0.00000001	    -0.00034819	     0.00034819
    -0.77651913	    -0.99578697	    -1.00000000	     0.00000001	     0.00000002	    -0.00042848	     0.00042848
    -0.73064560	    -0.99578697	    -1.00000000	     0.00000005	     0.00000003	    -0.00051318	     0.00051318
    -0.68215875	    -0.99578697	    -1.00000000	     0.00000004	     0.00000004	    -0.00060071	     0.00060071
    -0.63160797	    -0.99578697	    -1.00000000	    -0.00000002	     0.00000004	    -0.00068933	     0.00068933
    -0.57956602	    -0.99578697	    -1.00000000	    -0.00000006	     0.00000004	    -0.00077727	     0.00077727
    -0.52662256	    -0.99578697	    -1.00000000	    -0.00000003	     0.00000005	    -0.00086276	     0.00086276
    -0.47337744	    -0.99578697	    -1.00000000	     0.00000007	     0.00000008	    -0.00094411	     0.00094411
    -0.42043398	    -0.99578697	    -1.00000000	     0.00000011	     0.00000011	    -0.00101981	     0.00101981
    -0.36839203	    -0.99578697	    -1.00000000	    -0.00000006	     0.00000014	    -0.00108861	     0.00108861
    -0.31784125	    -0.99578697	    -1.00000000	    -0.00000038	     0.00000014	    -0.00114957	     0.00114957
    -0.26935440	    -0.99578697	    -1.00000000	    -0.00000063	     0.00000014	    -0.00120212	     0.00120212
    -0.22348087	    -0.99578697	    -1.00000000	    -0.00000064	     0.00000015	    -0.00124606	     0.00124607
