TITLE = "LDC_N8_E8_01"
VARIABLES = "X" "Y" "Z" "U" "V" "W" "Funct" "DivU"
ZONE ZONETYPE=ORDERED, I=20, J=20, K=20, DATAPACKING=POINT
    -1.00000000	    -1.00000000	    -1.00000000	     0.00000000	     0.00000000	     0.00000000	     0.00000000	     0.02957528
    -0.94736842	    -1.00000000	    -1.00000000	    -0.00000798	     0.00000000	     0.00000000	     0.00000798	    -0.00136930
    -0.89473684	    -1.00000000	    -1.00000000	    -0.00001450	     0.00000000	     0.00000000	     0.00001450	    -0.00248953
    -0.84210526	    -1.00000000	    -1.00000000	    -0.00001728	     0.00000000	     0.00000000	     0.00001728	    -0.00576226
    -0.78947368	    -1.00000000	    -1.00000000	    -0.00001579	     0.00000000	     0.00000000	     0.00001579	    -0.01558040
    -0.73684211	    -1.00000000	    -1.00000000	    -0.00001038	     0.00000000	     0.00000000	     0.00001038	    -0.02476026
    -0.68421053	    -1.00000000	    -1.00000000	    -0.00000179	     0.00000000	     0.00000000	     0.00000179	    -0.02493113
    -0.63157895	    -1.00000000	    -1.00000000	     0.00000915	     0.00000000	     0.00000000	     0.00000915	    -0.01223127
    -0.57894737	    -1.00000000	    -1.00000000	     0.00002167	     0.00000000	     0.00000000	     0.00002167	     0.01076505
    -0.52631579	    -1.00000000	    -1.00000000	     0.00003513	     0.00000000	     0.00000000	     0.00003513	     0.03596507
    -0.47368421	    -1.00000000	    -1.00000000	     0.00004897	     0.00000000	     0.00000000	     0.00004897	     0.05259519
    -0.42105263	    -1.00000000	    -1.00000000	     0.00006272	     0.00000000	     0.00000000	     0.00006272	     0.05103422
    -0.36842105	    -1.00000000	    -1.00000000	     0.00007592	     0.00000000	     0.00000000	     0.00007592	     0.02671786
    -0.31578947	    -1.00000000	    -1.00000000	     0.00008816	     0.00000000	     0.00000000	     0.00008816	    -0.01681001
    -0.26315789	    -1.00000000	    -1.00000000	     0.00009907	     0.00000000	     0.00000000	     0.00009907	    -0.06662391
    -0.21052632	    -1.00000000	    -1.00000000	     0.00010833	     0.00000000	     0.00000000	     0.00010833	    -0.10184532
    -0.15789474	    -1.00000000	    -1.00000000	     0.00011572	     0.00000000	     0.00000000	     0.00011572	    -0.09869796
    -0.10526316	    -1.00000000	    -1.00000000	     0.00012111	     0.00000000	     0.00000000	     0.00012111	    -0.04011410
    -0.05263158	    -1.00000000	    -1.00000000	     0.00012445	     0.00000000	     0.00000000	     0.00012445	     0.06918361
     0.00000000	    -1.00000000	    -1.00000000	     0.00012556	     0.00000000	     0.00000000	     0.00012556	     0.18120031
    -1.00000000	    -0.94736842	    -1.00000000	     0.00000000	    -0.00000030	     0.00000000	     0.00000030	    -0.00780560
    -0.94736842	    -0.94736842	    -1.00000000	    -0.00000728	     0.00000052	     0.00000000	     0.00000730	    -0.01049985
    -0.89473684	    -0.94736842	    -1.00000000	    -0.00001029	    -0.00000261	     0.00000000	     0.00001061	    -0.02455675
    -0.84210526	    -0.94736842	    -1.00000000	    -0.00001028	    -0.00000686	     0.00000000	     0.00001236	    -0.03749707
    -0.78947368	    -0.94736842	    -1.00000000	    -0.00000814	    -0.00001077	     0.00000000	     0.00001350	    -0.04456092
    -0.73684211	    -0.94736842	    -1.00000000	    -0.00000449	    -0.00001370	     0.00000000	     0.00001441	    -0.04551424
    -0.68421053	    -0.94736842	    -1.00000000	     0.00000024	    -0.00001554	     0.00000000	     0.00001555	    -0.04228534
    -0.63157895	    -0.94736842	    -1.00000000	     0.00000572	    -0.00001645	     0.00000000	     0.00001742	    -0.03732984
