TITLE = "LDC_N8_E8_02"
VARIABLES = "X" "Y" "Z" "U" "V" "W" "Funct" "DivU"
ZONE ZONETYPE=ORDERED, I=20, J=20, K=20, DATAPACKING=POINT
     0.00000000	    -1.00000000	    -1.00000000	     0.00012556	     0.00000000	     0.00000000	     0.00012556	     0.62016884
     0.05263158	    -1.00000000	    -1.00000000	     0.00012445	     0.00000000	     0.00000000	     0.00012445	     0.02523401
     0.10526316	    -1.00000000	    -1.00000000	     0.00012111	     0.00000000	     0.00000000	     0.00012111	    -0.04727520
     0.15789474	    -1.00000000	    -1.00000000	     0.00011572	     0.00000000	     0.00000000	     0.00011572	     0.02904405
     0.21052632	    -1.00000000	    -1.00000000	     0.00010833	     0.00000000	     0.00000000	     0.00010833	     0.08678968
     0.26315789	    -1.00000000	    -1.00000000	     0.00009907	     0.00000000	     0.00000000	     0.00009907	     0.08134465
     0.31578947	    -1.00000000	    -1.00000000	     0.00008816	     0.00000000	     0.00000000	     0.00008816	     0.02985117
     0.36842105	    -1.00000000	    -1.00000000	     0.00007592	     0.00000000	     0.00000000	     0.00007592	    -0.03047262
     0.42105263	    -1.00000000	    -1.00000000	     0.00006272	     0.00000000	     0.00000000	     0.00006272	    -0.06771472
     0.47368421	    -1.00000000	    -1.00000000	     0.00004897	     0.00000000	     0.00000000	     0.00004897	    -0.06739206
     0.52631579	    -1.00000000	    -1.00000000	     0.00003513	     0.00000000	     0.00000000	     0.00003513	    -0.03435526
     0.57894737	    -1.00000000	    -1.00000000	     0.00002167	     0.00000000	     0.00000000	     0.00002167	     0.01248292
     0.63157895	    -1.00000000	    -1.00000000	     0.00000915	     0.00000000	     0.00000000	     0.00000915	     0.04955383
     0.68421053	    -1.00000000	    -1.00000000	    -0.00000179	     0.00000000	     0.00000000	     0.00000179	     0.05913249
     0.73684211	    -1.00000000	    -1.00000000	    -0.00001038	     0.00000000	     0.00000000	     0.00001038	     0.03788867
     0.78947368	    -1.00000000	    -1.00000000	    -0.00001579	     0.00000000	     0.00000000	     0.00001579	     0.00044808
     0.84210526	    -1.00000000	    -1.00000000	    -0.00001728	     0.00000000	     0.00000000	     0.00001728	    -0.02507800
     0.89473684	    -1.00000000	    -1.00000000	    -0.00001450	     0.00000000	     0.00000000	     0.00001450	    -0.01263610
     0.94736842	    -1.00000000	    -1.00000000	    -0.00000798	     0.00000000	     0.00000000	     0.00000798	     0.03211131
     1.00000000	    -1.00000000	    -1.00000000	     0.00000000	     0.00000000	     0.00000000	     0.00000000	     0.02497153
     0.00000000	    -0.94736842	    -1.00000000	     0.00006004	    -0.00000018	     0.00000000	     0.00006004	    -0.25635202
     0.05263158	    -0.94736842	    -1.00000000	     0.00005953	     0.00000220	     0.00000000	     0.00005957	    -0.13216693
     0.10526316	    -0.94736842	    -1.00000000	     0.00005798	     0.00000421	     0.00000000	     0.00005814	    -0.03164549
     0.15789474	    -0.94736842	    -1.00000000	     0.00005545	     0.00000620	     0.00000000	     0.00005580	     0.02127917
     0.21052632	    -0.94736842	    -1.00000000	     0.00005199	     0.00000820	     0.00000000	     0.00005263	     0.03248482
     0.26315789	    -0.94736842	    -1.00000000	     0.00004767	     0.00001014	     0.00000000	     0.00004874	     0.02003578
     0.31578947	    -0.94736842	    -1.00000000	     0.00004260	     0.00001190	     0.00000000	     0.00004423	     0.00262770
     0.36842105	    -0.94736842	    -1.00000000	     0.00003693	     0.00001342	     0.00000000	     0.00003929	    -0.00689471
     0.42105263	    -0.94736842	    -1.00000000	     0.00003082	     0.00001467	     0.00000000	     0.00003413	    -0.00394344
     0.47368421	    -0.94736842	    -1.00000000	     0.00002446	     0.00001565	     0.00000000	     0.00002903	     0.00848759
     0.52631579	    -0.94736842	    -1.00000000	     0.00001802	     0.00001633	     0.00000000	     0.00002432	     0.02258143
     0.57894737	    -0.94736842	    -1.00000000	     0.00001171	     0.00001664	     0.00000000	     0.00002035	     0.02954491
     0.63157895	    -0.94736842	    -1.00000000	     0.00000572	     0.00001645	     0.00000000	     0.00001742	     0.02354728
     0.68421053	    -0.94736842	    -1.00000000	     0.00000024	     0.00001554	     0.00000000	     0.00001555	     0.00475418
     0.73684211	    -0.94736842	    -1.00000000	    -0.00000449	     0.00001370	     0.00000000	     0.00001441	    -0.01953901
     0.78947368	    -0.94736842	    -1.00000000	    -0.00000814	     0.00001077	     0.00000000	     0.00001350	    -0.03667084
     0.84210526	    -0.94736842	    -1.00000000	    -0.00001028	     0.00000686	     0.00000000	     0.00001236	    -0.03427075
     0.89473684	    -0.94736842	    -1.00000000	    -0.00001029	     0.00000261	     0.00000000	     0.00001061	    -0.01080536
     0.94736842	    -0.94736842	    -1.00000000	    -0.00000728	    -0.00000052	     0.00000000	     0.00000730	     0.00798952
     1.00000000	    -0.94736842	    -1.00000000	     0.00000000	     0.00000030	     0.00000000	     0.00000030	    -0.05420510
