TITLE = "circ_SE_N30_dt0.05_01"
VARIABLES = "X" "Y" "U"
ZONE ZONETYPE=ORDERED, I=100, J=100, DATAPACKING=POINT
    -1.00000000	    -1.00000000	     0.00005731
    -0.97979798	    -1.00000000	     0.00001042
    -0.95959596	    -1.00000000	    -0.00001267
    -0.93939394	    -1.00000000	    -0.00001027
    -0.91919192	    -1.00000000	     0.00001429
    -0.89898990	    -1.00000000	     0.00001315
    -0.87878788	    -1.00000000	    -0.00000808
    -0.85858586	    -1.00000000	    -0.00001861
    -0.83838384	    -1.00000000	    -0.00000715
    -0.81818182	    -1.00000000	     0.00001234
    -0.79797980	    -1.00000000	     0.00002061
    -0.77777778	    -1.00000000	     0.00001101
    -0.75757576	    -1.00000000	    -0.00000789
    -0.73737374	    -1.00000000	    -0.00002149
    -0.71717172	    -1.00000000	    -0.00002035
    -0.69696970	    -1.00000000	    -0.00000560
    -0.67676768	    -1.00000000	     0.00001319
    -0.65656566	    -1.00000000	     0.00002469
    -0.63636364	    -1.00000000	     0.00002245
    -0.61616162	    -1.00000000	     0.00000817
    -0.59595960	    -1.00000000	    -0.00000968
    -0.57575758	    -1.00000000	    -0.00002019
    -0.55555556	    -1.00000000	    -0.00001512
    -0.53535354	    -1.00000000	     0.00000774
    -0.51515152	    -1.00000000	     0.00004410
    -0.49494949	    -1.00000000	     0.00008554
    -0.47474747	    -1.00000000	     0.00012349
    -0.45454545	    -1.00000000	     0.00015302
    -0.43434343	    -1.00000000	     0.00017513
    -0.41414141	    -1.00000000	     0.00019667
    -0.39393939	    -1.00000000	     0.00022806
    -0.37373737	    -1.00000000	     0.00027958
    -0.35353535	    -1.00000000	     0.00035767
    -0.33333333	    -1.00000000	     0.00046224
    -0.31313131	    -1.00000000	     0.00058599
    -0.29292929	    -1.00000000	     0.00071568
    -0.27272727	    -1.00000000	     0.00083520
    -0.25252525	    -1.00000000	     0.00092932
    -0.23232323	    -1.00000000	     0.00098719
    -0.21212121	    -1.00000000	     0.00100463
    -0.19191919	    -1.00000000	     0.00098474
    -0.17171717	    -1.00000000	     0.00093663
    -0.15151515	    -1.00000000	     0.00087288
    -0.13131313	    -1.00000000	     0.00080627
    -0.11111111	    -1.00000000	     0.00074679
    -0.09090909	    -1.00000000	     0.00069956
    -0.07070707	    -1.00000000	     0.00066423
    -0.05050505	    -1.00000000	     0.00063577
    -0.03030303	    -1.00000000	     0.00060646
    -0.01010101	    -1.00000000	     0.00056848
     0.01010101	    -1.00000000	     0.00051630
     0.03030303	    -1.00000000	     0.00044839
